pipe_id,pipe_age_yrs,diameter_mm,material,soil_type,burial_depth_m,num_prior_repairs,avg_pressure_bar,pressure_variance,avg_flow_lps,flow_variance,pressure_drop_pct,soil_temp_c,elevation_m,zone,failure
P07470,11,300,PVC,clay,2.27,1,5.41,0.515,85.93,1.749,11.48,13.8,160.7,Zone_B,0
P07471,45,100,cast_iron,sandy,1.48,1,4.66,0.059,65.08,0.189,7.62,21.1,167.9,Zone_A,0
P07472,3,300,cast_iron,rocky,1.12,0,3.2,0.535,53.61,1.661,,27.8,406.2,Zone_E,0
P07473,12,100,steel,loam,1.26,0,6.68,0.573,80.91,3.422,2.42,29.7,388.8,Zone_E,0
P07474,3,300,PVC,sandy,3.46,1,2.71,0.026,7.42,0.298,8.56,12.7,101.0,Zone_A,0
P07475,42,200,PVC,clay,2.35,1,4.58,1.051,16.81,3.599,12.52,18.2,462.1,Zone_C,0
P07476,27,150,PVC,clay,1.82,3,3.27,0.244,50.75,1.61,6.56,15.0,183.5,Zone_D,0
P07477,49,200,PVC,clay,1.19,1,5.3,0.194,15.71,0.427,4.85,25.2,493.8,Zone_B,0
P07478,54,100,steel,loam,2.82,3,7.16,0.534,60.52,0.475,4.04,17.8,483.0,Zone_E,0
P07479,2,150,ductile_iron,clay,1.66,0,,1.373,73.45,4.293,7.08,20.1,143.7,Zone_D,0
P07480,49,100,cast_iron,sandy,1.4,0,5.18,1.759,79.12,1.292,3.7,23.4,231.0,Zone_E,1
P07481,16,150,PVC,loam,1.17,5,3.45,0.891,32.22,0.665,6.58,14.3,424.0,Zone_E,0
P07482,2,200,concrete,loam,1.06,1,4.3,0.733,92.88,0.582,7.46,,157.9,Zone_B,0
P07483,54,100,ductile_iron,loam,1.32,2,6.13,0.393,15.48,1.022,2.56,14.7,230.0,Zone_D,0
P07484,30,200,ductile_iron,loam,2.38,0,3.73,0.388,111.8,3.008,12.83,26.7,104.4,Zone_D,0
P07485,20,150,cast_iron,clay,1.22,0,2.92,0.472,20.68,0.054,10.81,10.7,253.6,Zone_C,0
P07486,38,150,ductile_iron,clay,0.68,1,3.67,2.044,54.93,0.228,12.26,18.8,144.1,Zone_D,1
P07487,28,300,cast_iron,sandy,1.58,3,2.73,0.017,9.43,1.176,12.95,16.0,65.8,Zone_C,0
P07488,25,200,PVC,sandy,2.25,1,3.66,0.319,60.66,4.766,7.64,15.6,348.7,Zone_E,0
P07489,32,150,ductile_iron,clay,0.68,1,2.26,0.119,,4.301,13.26,11.7,185.3,Zone_A,0
P07490,10,200,PVC,loam,1.86,3,2.37,0.467,29.67,3.039,8.93,7.6,270.6,Zone_D,0
P07491,42,300,cast_iron,loam,0.66,3,7.15,0.438,109.23,7.711,14.4,25.6,281.5,Zone_A,1
P07492,40,100,cast_iron,sandy,2.8,0,3.07,1.369,62.99,0.228,6.44,19.5,299.4,Zone_D,0
P07493,33,150,PVC,clay,3.12,3,7.06,0.214,17.41,4.299,11.67,28.2,387.6,Zone_B,0
P07494,13,150,PVC,loam,3.39,2,7.98,0.751,93.75,0.04,5.25,,361.7,Zone_D,0
P07495,56,50,ductile_iron,sandy,2.57,1,4.34,0.645,55.28,1.073,1.92,25.5,382.1,Zone_B,0
P07496,41,100,steel,clay,2.4,4,4.69,0.289,60.13,0.511,12.95,19.6,407.9,Zone_A,0
P07497,54,100,cast_iron,loam,2.58,2,3.72,0.374,75.5,0.902,10.48,6.7,203.6,Zone_D,0
P07498,42,150,ductile_iron,sandy,3.06,3,2.72,0.31,100.4,7.297,8.74,14.1,398.9,Zone_C,0
P07499,47,300,PVC,clay,2.92,3,,1.368,52.15,0.798,14.26,7.3,185.8,Zone_D,1
P07500,37,200,steel,sandy,1.82,2,7.09,0.059,91.48,1.986,11.83,27.5,213.9,Zone_B,0
P07501,54,150,ductile_iron,rocky,2.45,1,6.02,0.448,23.5,2.332,1.08,20.3,452.2,Zone_A,0
P07502,16,50,ductile_iron,rocky,0.99,3,2.66,0.242,10.52,1.595,0.64,-1.2,340.9,Zone_A,0
P07503,45,100,PVC,rocky,2.58,4,5.64,0.05,10.43,0.191,8.66,7.6,132.3,Zone_E,0
P07504,22,150,ductile_iron,sandy,2.69,3,16.74610100317601,0.14,9.82,3.876,6.84,16.6,336.1,Zone_D,0
P07505,57,150,PVC,loam,2.9,3,6.14,0.475,65.51,3.096,0.77,21.2,85.2,Zone_D,0
P07506,20,50,cast_iron,rocky,2.95,2,2.42,0.69,49.88,2.769,1.47,17.3,137.7,Zone_B,0
P07507,50,150,steel,sandy,1.82,1,6.19,0.358,95.37,4.826,5.13,10.2,37.5,Zone_C,0
P07508,43,300,ductile_iron,sandy,3.21,3,5.63,,5.36,0.854,6.41,15.8,343.4,Zone_A,0
P07509,27,200,concrete,loam,3.44,6,7.21,0.517,82.2,1.716,10.83,18.3,474.6,Zone_A,0
P07510,41,200,ductile_iron,rocky,3.43,1,2.99,0.08,48.03,3.058,11.52,14.6,467.3,Zone_C,0
P07511,16,200,steel,rocky,2.26,2,2.37,0.099,59.13,1.176,8.0,18.7,405.9,Zone_C,0
P07512,34,100,ductile_iron,clay,2.18,4,6.88,1.6,20.52,6.596,2.2,30.4,88.5,Zone_B,0
P07513,32,100,cast_iron,rocky,1.87,2,2.62,1.644,93.09,3.777,5.33,9.9,423.6,Zone_E,0
P07514,26,200,cast_iron,sandy,1.4,1,4.28,0.748,105.04,1.513,12.11,25.9,11.4,Zone_B,0
P07515,25,200,steel,sandy,1.5,1,7.21,,9.06,0.319,13.7,17.2,459.0,Zone_C,0
P07516,2,150,ductile_iron,rocky,1.15,0,3.67,0.049,43.87,1.401,4.57,,354.9,Zone_B,0
P07517,12,100,ductile_iron,rocky,3.37,2,4.65,0.232,52.84,0.464,0.84,27.7,95.8,Zone_C,0
P07518,40,150,cast_iron,loam,2.36,1,5.69,,103.46,1.044,4.15,18.6,286.5,Zone_C,0
P07519,9,50,concrete,rocky,3.3,2,5.83,,96.45,0.617,12.32,19.2,317.2,Zone_E,0
P07520,12,100,cast_iron,loam,1.66,1,5.56,0.012,68.09,3.353,5.97,20.3,141.4,Zone_E,0
P07521,26,100,cast_iron,sandy,1.39,5,2.36,0.125,,0.601,2.0,11.4,427.1,Zone_A,0
P07522,9,150,concrete,rocky,0.9,0,,1.699,68.72,1.79,10.31,19.8,261.3,Zone_D,0
P07523,10,100,concrete,rocky,1.4,2,6.77,,55.7,0.107,12.48,16.5,286.6,Zone_A,0
P07524,32,100,cast_iron,sandy,3.17,5,2.63,0.133,108.86,2.804,9.49,16.4,444.2,Zone_C,0
P07525,57,200,steel,sandy,2.25,2,6.44,1.406,35.8,1.192,11.71,16.4,330.8,Zone_E,1
P07526,34,150,cast_iron,sandy,1.86,0,5.02,0.208,96.47,1.076,,15.4,299.1,Zone_B,0
P07527,48,150,cast_iron,rocky,2.2,2,2.08,0.707,70.0,1.143,4.12,11.8,71.7,Zone_E,0
P07528,20,150,steel,loam,3.18,0,6.17,0.237,8.83,2.495,10.37,22.4,275.4,Zone_B,0
P07529,39,400,steel,rocky,1.08,1,4.76,0.024,33.77,1.128,12.27,21.9,457.8,Zone_E,0
P07530,2,50,ductile_iron,sandy,3.4,1,2.76,1.682,20.02,2.675,0.19,24.6,307.2,Zone_C,0
P07531,1,100,cast_iron,loam,2.5,1,,0.158,58.86,0.665,12.2,30.6,149.5,Zone_C,0
P07532,51,150,cast_iron,rocky,3.07,1,6.55,0.027,96.11,6.466,10.59,26.2,416.2,Zone_D,0
P07533,36,100,steel,clay,2.08,2,,2.515,72.49,1.429,8.31,31.7,222.8,Zone_D,1
P07534,24,150,concrete,loam,1.21,2,2.98,0.511,42.57,1.752,0.06,26.7,48.8,Zone_C,0
P07535,54,150,ductile_iron,sandy,2.2,0,4.41,0.295,88.58,2.375,1.37,16.1,246.8,Zone_B,0
P07536,27,400,steel,loam,0.7,1,3.92,0.871,76.31,1.757,5.32,15.9,383.1,Zone_A,0
P07537,2,300,cast_iron,loam,3.06,4,5.52,0.636,13.0,1.661,2.73,11.3,460.1,Zone_E,0
P07538,31,300,PVC,rocky,2.45,0,,0.279,17.43,0.005,2.67,28.8,335.6,Zone_E,0
P07539,57,100,cast_iron,sandy,1.35,0,5.47,0.08,16.65,1.231,4.54,13.2,421.0,Zone_B,0
P07540,14,300,PVC,clay,1.32,1,6.99,0.544,41.67,4.032,0.12,17.5,377.4,Zone_E,0
P07541,2,100,ductile_iron,rocky,3.21,3,5.85,1.095,71.58,5.15,1.72,18.4,99.3,Zone_D,0
P07542,29,150,concrete,sandy,3.02,0,3.17,0.363,112.08,0.68,6.37,11.7,492.2,Zone_D,0
P07543,15,200,ductile_iron,clay,2.79,2,,0.409,81.87,2.464,10.04,27.6,37.7,Zone_E,0
P07544,12,100,ductile_iron,sandy,1.74,0,4.76,0.934,86.49,3.911,6.99,18.0,144.2,Zone_A,0
P07545,37,150,steel,clay,3.12,4,2.68,1.451,16.15,1.161,14.71,22.7,384.1,Zone_E,1
P07546,28,50,ductile_iron,loam,1.24,1,3.96,0.391,17.12,1.822,0.48,11.3,75.7,Zone_C,0
P07547,20,100,cast_iron,loam,0.57,1,3.45,0.023,20.9,2.043,10.34,12.1,288.3,Zone_D,0
P07548,39,300,PVC,loam,1.8,1,7.06,0.083,72.01,5.952,9.69,26.7,319.0,Zone_A,0
P07549,24,100,steel,loam,3.26,3,3.36,1.494,90.47,1.316,10.25,19.9,346.9,Zone_C,0
P07550,21,50,ductile_iron,sandy,2.21,2,5.07,0.895,96.0,3.013,6.25,17.9,88.7,Zone_D,0
P07551,10,150,cast_iron,clay,1.19,3,5.91,0.504,29.21,0.414,5.7,19.1,111.7,Zone_C,0
P07552,46,300,ductile_iron,rocky,2.45,2,2.34,0.316,88.09,1.763,13.03,23.9,70.7,Zone_E,0
P07553,14,50,concrete,sandy,2.73,2,2.85,0.265,42.14,1.217,2.36,23.0,93.9,Zone_D,0
P07554,37,150,cast_iron,clay,2.15,2,6.72,0.023,69.14,0.522,4.57,15.5,418.2,Zone_D,0
P07555,18,300,ductile_iron,loam,3.03,1,4.06,1.016,63.68,0.027,2.26,24.4,65.7,Zone_C,0
P07556,24,100,PVC,sandy,2.28,2,6.21,0.234,13.4,1.789,1.92,19.7,206.7,Zone_A,0
P07557,14,100,cast_iron,clay,0.79,0,6.56,0.366,101.71,3.313,6.0,11.4,17.6,Zone_E,0
P07558,34,200,ductile_iron,clay,2.93,1,5.86,0.386,89.47,3.292,13.79,25.7,384.1,Zone_C,0
P07559,58,150,concrete,rocky,0.94,1,5.49,0.912,82.84,0.987,13.63,16.4,479.0,Zone_C,1
P07560,12,200,cast_iron,sandy,3.15,3,4.97,0.11,,0.399,9.94,26.8,156.7,Zone_C,0
P07561,22,100,steel,clay,2.07,1,4.36,0.322,119.06,5.741,7.48,21.2,159.4,Zone_D,0
P07562,56,300,steel,loam,2.7,3,2.9,1.562,12.22,0.962,8.68,12.3,291.2,Zone_B,1
P07563,6,300,ductile_iron,rocky,3.42,3,7.84,0.619,39.78,0.855,9.69,26.7,74.3,Zone_D,0
P07564,36,100,cast_iron,sandy,1.8,2,5.85,0.254,20.14,1.908,7.49,29.8,305.0,Zone_E,0
P07565,45,50,concrete,clay,1.88,2,3.17,,32.08,1.16,7.93,5.4,279.6,Zone_B,0
P07566,36,400,steel,sandy,2.98,0,7.02,0.443,,0.843,12.08,28.3,205.6,Zone_E,0
P07567,22,150,cast_iron,clay,0.83,0,6.93,0.394,75.48,0.786,12.6,20.9,353.4,Zone_B,0
P07568,14,150,cast_iron,loam,0.58,1,6.52,0.382,16.27,0.996,7.83,24.9,276.4,Zone_C,0
P07569,16,150,PVC,sandy,2.31,0,2.69,0.633,71.81,2.312,8.67,21.8,423.5,Zone_D,0
P07570,36,200,ductile_iron,sandy,1.0,5,2.11,1.068,94.52,0.023,2.61,21.2,366.2,Zone_A,0
P07571,56,200,PVC,loam,1.27,1,6.25,0.265,110.78,0.454,5.61,14.8,294.4,Zone_B,0
P07572,25,100,concrete,loam,3.43,0,3.23,1.848,28.99,0.59,8.15,9.5,165.5,Zone_E,0
P07573,32,100,ductile_iron,rocky,2.46,0,7.04,0.258,107.6,15.462,6.59,16.8,24.1,Zone_D,0
P07574,33,300,steel,loam,3.07,1,6.04,0.565,105.17,4.31,11.52,20.2,192.0,Zone_B,0
P07575,45,200,PVC,sandy,3.19,1,4.25,0.158,37.41,1.094,3.25,19.3,388.8,Zone_C,0
P07576,36,150,cast_iron,rocky,0.86,2,4.93,0.688,,2.416,3.43,24.6,446.7,Zone_A,0
P07577,20,400,PVC,clay,3.28,5,,0.246,84.76,0.538,13.89,24.0,427.0,Zone_B,0
P07578,18,200,PVC,clay,3.1,1,4.27,0.241,113.95,5.597,1.71,21.5,191.1,Zone_E,0
P07579,38,100,cast_iron,loam,0.64,1,3.08,0.113,31.58,5.263,3.58,19.5,24.6,Zone_A,0
P07580,3,200,ductile_iron,sandy,3.43,0,7.97,0.036,15.65,0.353,11.1,22.6,469.4,Zone_B,0
P07581,23,150,PVC,sandy,1.87,1,6.5,0.215,69.35,5.273,7.88,26.5,345.0,Zone_C,0
P07582,32,50,PVC,rocky,3.42,2,2.94,0.458,34.58,1.057,1.82,22.5,245.0,Zone_C,0
P07583,45,100,concrete,loam,2.97,0,2.21,0.024,,1.356,9.68,20.7,391.4,Zone_B,0
P07584,59,200,steel,rocky,1.82,1,4.07,0.106,111.16,2.358,3.31,11.2,53.8,Zone_A,0
P07585,16,400,cast_iron,rocky,2.03,4,5.33,0.141,88.16,1.303,2.87,15.0,52.6,Zone_A,0
P07586,59,100,steel,clay,1.33,0,7.63,0.104,82.03,1.702,4.25,20.2,356.5,Zone_B,0
P07587,5,100,cast_iron,loam,1.96,1,2.79,,114.5,1.187,5.65,21.0,43.1,Zone_D,0
P07588,4,150,cast_iron,rocky,0.82,5,4.64,0.101,,0.139,13.55,,34.1,Zone_A,0
P07589,21,200,cast_iron,sandy,3.23,1,3.07,1.371,72.52,1.599,7.62,24.9,362.9,Zone_D,0
P07590,40,200,PVC,loam,2.64,1,2.42,0.764,61.06,0.101,2.56,8.8,373.3,Zone_E,0
P07591,51,150,cast_iron,loam,2.92,0,5.61,1.27,39.75,0.212,14.53,3.8,212.3,Zone_B,1
P07592,14,150,ductile_iron,clay,2.09,1,2.62,1.104,72.46,2.325,5.75,7.9,201.9,Zone_C,0
P07593,39,100,cast_iron,clay,0.88,2,6.32,0.256,97.03,1.268,14.1,6.1,226.6,Zone_C,1
P07594,31,150,ductile_iron,sandy,2.11,1,5.32,0.23,69.56,1.552,5.53,14.1,190.8,Zone_B,0
P07595,14,100,concrete,sandy,1.49,2,3.4,0.751,25.0,0.369,1.3,15.1,228.6,Zone_A,0
P07596,6,300,concrete,sandy,0.53,2,6.77,1.157,69.83,2.312,9.54,17.5,100.9,Zone_C,0
P07597,12,100,PVC,rocky,2.35,4,6.2,0.696,27.59,0.149,14.07,11.1,296.2,Zone_D,0
P07598,16,200,PVC,clay,3.06,2,5.76,0.435,22.38,0.584,10.52,11.1,263.4,Zone_E,0
P07599,17,100,PVC,sandy,2.63,3,3.28,0.407,67.88,4.666,0.61,29.3,336.1,Zone_D,0
P07600,45,150,steel,sandy,1.17,1,6.24,0.311,17.2,0.052,3.84,24.3,99.5,Zone_D,0
P07601,23,100,PVC,rocky,2.96,3,5.24,0.303,48.26,2.74,8.58,12.4,53.6,Zone_D,0
P07602,14,100,cast_iron,sandy,1.43,0,5.21,0.029,79.74,0.345,0.09,17.1,405.0,Zone_C,0
P07603,7,100,ductile_iron,loam,1.16,1,12.70729702678317,,72.06,3.582,,19.5,453.0,Zone_E,0
P07604,46,200,ductile_iron,loam,3.38,0,2.81,0.078,60.63,1.872,12.02,19.8,94.3,Zone_B,0
P07605,32,150,ductile_iron,loam,0.55,1,2.19,0.317,32.94,0.069,14.82,9.8,213.9,Zone_B,0
P07606,15,200,ductile_iron,clay,1.0,1,3.47,0.171,39.55,0.017,,31.7,365.3,Zone_A,0
P07607,44,150,steel,clay,1.9,3,4.96,0.238,30.29,1.713,10.19,20.9,267.0,Zone_E,0
P07608,17,150,PVC,clay,1.0,2,4.15,1.779,65.42,3.158,2.31,21.4,287.8,Zone_C,0
P07609,41,150,cast_iron,clay,1.0,0,6.28,,107.09,2.504,1.76,8.3,177.6,Zone_E,0
P07610,54,400,ductile_iron,sandy,2.4,1,4.45,0.075,101.93,0.701,9.64,24.5,68.8,Zone_A,0
P07611,47,150,PVC,loam,2.96,4,2.56,0.828,96.98,2.574,2.4,14.2,480.6,Zone_E,0
P07612,44,100,cast_iron,clay,2.48,3,6.35,0.292,37.64,0.651,11.45,,374.3,Zone_A,1
P07613,34,300,cast_iron,clay,0.8,2,,0.963,59.2,1.367,10.4,16.8,167.3,Zone_C,1
P07614,5,100,steel,loam,3.19,0,3.89,0.713,50.04,0.5,5.58,22.1,360.2,Zone_C,0
P07615,45,200,PVC,clay,3.27,2,5.0,0.366,,0.246,10.02,21.6,201.5,Zone_B,0
P07616,27,100,steel,clay,1.34,2,5.32,0.636,56.18,6.45,5.57,15.6,105.6,Zone_D,0
P07617,52,200,steel,rocky,2.16,2,17.770950387206554,,,2.09,9.29,26.1,342.2,Zone_E,1
P07618,23,100,steel,clay,1.96,3,4.76,0.386,12.85,0.508,9.9,14.8,211.2,Zone_D,0
P07619,40,300,cast_iron,sandy,2.5,0,2.4,0.081,28.14,0.263,10.66,13.2,66.4,Zone_D,0
P07620,59,150,cast_iron,clay,3.43,1,2.96,0.42,48.22,0.595,7.89,19.5,173.6,Zone_C,1
P07621,14,100,ductile_iron,rocky,3.46,1,5.59,0.024,31.87,0.928,5.55,13.2,201.6,Zone_C,0
P07622,15,100,cast_iron,loam,2.03,5,2.03,0.302,105.67,4.012,9.26,22.1,199.7,Zone_A,0
P07623,43,150,PVC,clay,0.78,3,3.1,0.126,108.72,2.294,7.22,20.2,290.2,Zone_E,0
P07624,33,200,steel,loam,1.5,2,5.77,0.519,84.47,0.893,0.89,16.7,224.1,Zone_E,0
P07625,53,150,concrete,clay,1.74,3,3.39,0.255,,0.789,,24.9,372.8,Zone_B,0
P07626,31,100,steel,sandy,2.1,3,6.91,0.361,17.6,0.543,5.5,15.7,315.3,Zone_B,0
P07627,35,150,PVC,loam,3.38,1,4.36,1.112,44.86,0.239,0.86,10.6,266.9,Zone_C,0
P07628,17,150,PVC,clay,1.29,0,6.29,0.308,118.22,3.951,1.62,14.9,383.4,Zone_D,0
P07629,28,100,cast_iron,sandy,2.11,0,7.31,2.963,79.95,1.276,8.57,,466.5,Zone_E,1
P07630,19,100,ductile_iron,sandy,1.37,1,4.69,0.073,114.84,5.845,,10.1,120.0,Zone_D,0
P07631,46,200,steel,rocky,3.26,2,6.05,0.974,29.31,3.027,7.14,9.5,397.5,Zone_E,0
P07632,54,400,cast_iron,rocky,3.47,0,7.06,0.226,57.01,2.363,0.73,13.5,221.1,Zone_B,0
P07633,23,100,PVC,loam,3.11,3,3.48,0.793,34.66,0.85,12.63,12.2,287.8,Zone_D,0
P07634,32,200,steel,rocky,1.52,0,7.31,0.345,109.17,1.273,9.97,15.8,412.5,Zone_D,0
P07635,40,50,cast_iron,loam,1.33,3,7.16,0.37,78.61,0.542,13.73,18.3,282.3,Zone_B,1
P07636,13,150,concrete,rocky,1.79,0,2.36,0.381,83.15,3.214,14.85,16.6,99.3,Zone_E,0
P07637,59,150,cast_iron,sandy,2.74,0,4.83,0.138,74.47,1.256,12.7,18.7,489.0,Zone_E,0
P07638,20,100,steel,loam,0.53,1,2.67,0.027,96.18,3.113,13.66,18.3,422.1,Zone_C,0
P07639,35,150,ductile_iron,rocky,3.49,0,7.32,0.53,63.58,0.171,11.53,,61.5,Zone_A,0
P07640,5,300,cast_iron,rocky,3.15,1,18.15497508934438,0.013,104.79,0.756,13.76,12.1,93.8,Zone_D,0
P07641,9,300,cast_iron,clay,0.57,3,17.68950015724539,0.648,9.78,0.184,7.06,14.7,182.6,Zone_C,0
P07642,29,100,PVC,clay,1.65,2,7.63,0.196,96.86,1.783,13.88,18.3,241.9,Zone_E,0
P07643,6,100,steel,rocky,2.56,2,5.37,0.252,7.03,2.573,3.19,17.0,89.5,Zone_B,0
P07644,25,400,PVC,loam,1.22,4,7.56,0.699,42.95,3.072,1.77,20.7,229.9,Zone_D,0
P07645,31,100,concrete,rocky,0.93,2,4.77,0.082,57.04,0.925,7.08,14.4,228.9,Zone_A,0
P07646,22,200,steel,loam,2.39,3,7.9,0.524,68.64,0.294,3.87,21.6,135.8,Zone_B,0
P07647,2,100,cast_iron,rocky,3.21,1,7.73,0.425,108.93,6.912,9.82,27.8,82.3,Zone_D,0
P07648,45,150,PVC,sandy,3.37,1,2.12,0.27,108.48,0.421,12.24,13.0,88.4,Zone_D,0
P07649,5,100,ductile_iron,clay,0.53,0,4.44,0.491,99.45,0.78,3.25,21.9,417.2,Zone_A,0
P07650,27,300,PVC,loam,3.12,2,7.7,0.223,118.12,0.727,1.05,20.1,399.7,Zone_B,0
P07651,25,300,cast_iron,rocky,2.18,0,6.89,0.154,39.29,2.939,,13.3,19.7,Zone_E,0
P07652,8,100,ductile_iron,loam,1.21,1,3.27,,90.0,3.622,9.89,25.6,116.4,Zone_B,0
P07653,55,200,PVC,sandy,2.35,2,7.31,0.447,12.31,0.672,8.7,27.9,23.8,Zone_D,0
P07654,1,150,cast_iron,loam,3.49,3,3.21,1.611,41.74,0.666,10.37,10.2,77.2,Zone_C,0
P07655,20,50,PVC,loam,1.33,2,7.62,0.819,42.25,2.341,0.86,,48.0,Zone_A,0
P07656,44,200,concrete,rocky,1.33,2,,0.049,35.05,3.917,10.27,17.9,383.5,Zone_D,0
P07657,23,150,cast_iron,clay,2.6,2,7.68,0.124,117.28,0.328,7.64,26.2,184.5,Zone_C,0
P07658,32,100,steel,clay,0.63,1,2.49,,113.63,8.246,4.31,0.0,353.4,Zone_C,0
P07659,11,100,PVC,sandy,2.96,3,3.37,0.001,50.21,2.299,,11.9,273.8,Zone_C,0
P07660,39,400,cast_iron,sandy,2.46,0,5.4,,47.71,0.718,2.8,18.8,130.4,Zone_B,0
P07661,47,300,steel,rocky,3.02,3,3.13,1.825,61.05,2.901,0.36,8.5,253.6,Zone_B,0
P07662,54,200,cast_iron,clay,1.19,1,4.34,0.217,,0.096,2.95,18.4,123.6,Zone_A,0
P07663,24,100,ductile_iron,rocky,3.04,0,3.01,1.12,39.73,4.816,7.62,19.6,178.3,Zone_A,0
P07664,11,200,cast_iron,rocky,1.85,1,5.35,0.057,35.29,1.296,6.61,25.2,441.6,Zone_E,0
P07665,29,100,PVC,clay,0.9,2,5.67,0.024,112.02,0.478,14.37,16.0,409.6,Zone_B,0
P07666,54,400,PVC,rocky,3.2,0,3.32,0.213,28.07,2.255,13.51,24.7,224.6,Zone_C,0
P07667,26,50,ductile_iron,sandy,2.62,2,3.75,0.432,50.73,0.195,3.69,13.3,92.1,Zone_E,0
P07668,16,150,cast_iron,loam,1.0,2,6.43,0.9,84.52,1.288,6.3,5.9,88.1,Zone_C,0
P07669,35,150,steel,clay,1.24,1,2.52,0.103,116.91,5.591,14.51,27.1,328.8,Zone_D,0
P07670,20,200,steel,rocky,1.31,2,4.72,0.152,86.61,2.035,5.99,17.3,252.4,Zone_B,0
P07671,46,200,PVC,loam,3.39,2,3.74,0.326,67.52,0.198,14.72,18.7,271.8,Zone_B,0
P07672,3,150,cast_iron,rocky,3.16,2,4.47,,58.31,4.18,3.44,7.0,47.1,Zone_A,0
P07673,1,150,cast_iron,loam,1.54,1,7.01,0.002,79.16,3.537,9.02,16.8,195.9,Zone_E,0
P07674,58,200,steel,sandy,1.9,3,7.87,0.201,83.94,2.691,11.39,23.2,191.7,Zone_A,0
P07675,53,50,cast_iron,clay,1.36,0,3.08,0.151,119.18,0.357,,14.8,141.9,Zone_D,0
P07676,47,200,cast_iron,clay,2.73,2,2.37,0.352,45.17,1.923,14.68,20.2,380.2,Zone_A,1
P07677,1,300,PVC,sandy,0.98,1,3.18,0.062,29.43,3.079,10.3,16.2,75.6,Zone_C,0
P07678,17,50,PVC,rocky,1.52,0,7.24,0.578,53.9,2.5,1.01,,396.3,Zone_D,0
P07679,2,50,PVC,clay,2.32,2,7.28,0.174,33.32,0.812,1.07,11.5,52.5,Zone_D,0
P07680,29,100,cast_iron,rocky,3.13,1,3.72,0.131,10.31,5.99,4.57,5.2,86.3,Zone_D,0
P07681,20,50,PVC,rocky,2.41,3,3.98,0.182,116.24,0.445,14.5,23.6,267.8,Zone_C,0
P07682,6,150,PVC,sandy,3.32,3,5.98,0.307,12.03,1.153,12.54,19.7,293.1,Zone_C,0
P07683,8,200,PVC,clay,3.29,0,4.05,1.093,60.37,1.055,11.19,16.2,484.1,Zone_B,0
P07684,29,150,cast_iron,rocky,2.65,2,7.42,0.581,59.96,4.535,3.79,19.7,307.0,Zone_B,0
P07685,48,100,steel,clay,1.34,2,6.81,0.098,26.32,0.468,12.74,23.1,286.3,Zone_C,0
P07686,51,200,PVC,sandy,2.55,2,,0.558,71.41,2.949,8.14,22.8,102.1,Zone_A,0
P07687,33,200,PVC,clay,1.08,3,7.83,0.083,99.81,1.519,14.84,13.9,52.1,Zone_A,0
P07688,3,300,PVC,rocky,1.5,1,6.47,0.192,105.78,1.873,4.09,12.0,397.2,Zone_C,0
P07689,35,100,ductile_iron,loam,2.77,0,6.54,0.311,47.07,0.038,13.22,,389.1,Zone_B,0
P07690,5,200,ductile_iron,sandy,3.05,2,7.76,,27.33,2.25,0.91,17.6,217.6,Zone_E,0
P07691,27,300,cast_iron,clay,1.75,0,4.58,0.318,63.3,0.509,12.31,15.6,48.2,Zone_B,0
P07692,44,150,ductile_iron,sandy,2.07,3,2.25,0.438,19.0,1.21,8.59,22.1,245.7,Zone_D,0
P07693,12,150,PVC,clay,1.66,1,7.95,0.574,102.78,1.292,7.03,13.5,206.5,Zone_A,0
P07694,20,100,PVC,rocky,1.94,0,7.61,1.631,57.93,6.541,3.33,19.7,370.3,Zone_A,0
P07695,45,300,cast_iron,sandy,2.04,2,7.8,,107.32,1.253,2.53,14.4,291.2,Zone_A,0
P07696,20,150,concrete,loam,2.58,0,12.504234535102116,0.353,9.33,1.081,5.39,17.6,79.2,Zone_A,0
P07697,9,300,ductile_iron,clay,2.75,2,2.99,0.679,102.28,2.857,2.47,18.2,97.3,Zone_A,0
P07698,39,200,ductile_iron,sandy,3.43,2,3.17,0.289,34.86,1.09,3.59,,82.7,Zone_E,0
P07699,4,150,cast_iron,clay,1.81,2,4.84,,114.88,4.168,14.81,14.0,174.3,Zone_E,1
P07700,51,150,PVC,rocky,0.75,2,,0.04,13.87,1.507,,,147.2,Zone_E,0
P07701,54,50,PVC,loam,2.56,2,4.79,0.115,101.43,4.105,0.62,27.0,136.7,Zone_A,0
P07702,19,100,concrete,clay,1.99,3,4.37,0.15,66.39,2.193,4.78,18.3,230.0,Zone_D,0
P07703,38,200,ductile_iron,clay,3.02,2,7.78,0.166,27.32,2.106,2.48,19.4,416.5,Zone_E,0
P07704,27,200,ductile_iron,rocky,0.94,1,5.89,0.161,54.59,1.666,2.72,20.0,163.5,Zone_D,0
P07705,45,150,PVC,clay,2.43,3,4.44,0.464,39.9,1.371,2.44,22.4,154.0,Zone_B,0
P07706,43,200,PVC,sandy,1.88,2,6.14,1.121,32.4,0.904,,18.8,238.0,Zone_E,0
P07707,13,100,concrete,sandy,1.76,0,6.75,0.035,76.49,3.228,2.63,,163.8,Zone_C,0
P07708,13,150,cast_iron,clay,2.19,2,4.2,0.892,82.67,2.042,14.94,14.8,309.1,Zone_E,0
P07709,57,150,PVC,loam,2.55,1,4.85,0.178,17.24,0.201,2.86,15.2,43.2,Zone_A,0
